plyrId,first,middle,last,nick,shortName
173030,Gastón,Andrés,Lodico,,Gastón Lodico
104,Enrique,Alberto,Bologna Gómez,,Enrique Bologna
223234,José,Antonio,Paradela,,José Paradela
190657,Leonel,,Rivas,,Leonel Rivas
209455,Facundo,Agustín,Tobares,,Facundo Tobares
16123,Bruno,,Urribarri,,Bruno Urribarri
58048,Luciano,Andrés,Abecasis,,Luciano Abecasis
225426,Leonel,,Picco,,Leonel Picco
36778,Rubén,Osvaldo,Zamponi,,Rubén Zamponi
210848,Santiago,,Sosa,,Santiago Sosa
239684,Matías,,Miranda,,Matías Miranda
219835,Lucas,,Beltrán,,Lucas Beltrán
87163,Agustín,Lionel,Allione,,Agustín Allione
85757,Esteban,Nicolas,Miracco,,Nicolás Miracco
29640,Daniel,,Oldrá,,Daniel Oldrá
225147,Maximiliano,Tomás,Centurión,,Maximiliano Centurión
226838,Nicolás,Federico,Castro,,Nicolás Castro
1080,Gonzalo,Javier,Rodríguez,,Gonzalo Rodríguez
108011,Fabio,Javier,Radaelli,,Fabio Radaelli
2439,Juan,Fernando,Quintero Paniagua,,Juan Fernando Quintero
120431,Alexis,,Soto,,Alexis Soto
178490,Carlos,Nahuel,Benavídez,,Carlos Benavídez
226845,Alexandro, Ezequiel,Bernabéi,,Alexandro Bernabéi
66603,Ángel,Guillermo,Hoyos,,Guillermo Hoyos
219117,Álvaro,,Barreal,,Álvaro Barreal
213959,Matías,Nahuel,Borgogno,,Matías Borgogno
179954,Pedro,Emmanuel,Ojeda,,Emmanuel Ojeda
153268,Nicolás,,Delgadillo Godoy,,Nicolás Delgadillo
223893,Franco,,Fragueda,,Franco Fragueda
242759,Juan,Bautista,Miritello,,Juan Miritello
193188,Gastón,Alberto,Togni,,Gastón Togni
204820,Leonel,,Ferroni,,Leonel Ferroni
242909,Facundo,,Farías,,Facundo Farías
215640,Juan,Cruz,Zurbriggen,,Juan Cruz Zurbriggen
28277,Jorge,Miguel,Ortega Salinas,,Jorge Miguel Ortega
218167,Joaquín,Fabricio,Hass,,Fabricio Hass
198395,Facundo,Tomás,Garcés,,Facundo Garcés
222424,Tomás,Facundo,Moschión,,Tomás Moschión
223805,Francesco,,Lo Celso,,Francesco Lo Celso
204405,Nicolás,,Linares,,Nicolás Linares
106523,José,Agustín,Mauri,,José Mauri
83016,Diego,Oscar,Monárriz,,Diego Monarriz
47508,Nicolás,,Romat,,Nicolás Romat
210438,Giuliano,,Galoppo,,Giuliano Galoppo
243385,Luis,,Sequeira,,Luis Sequeira
243384,Julián,,Palacios,,Julián Palacios
208758,Diego,Alan,Mercado Carrizo,,Diego Mercado
150366,Eric,Iván,Ramírez,,Eric Ramírez
243695,Luca,Javier,Andrada,,Luca Andrada
204705,Braian,Alejandro,Galván,,Braian Galván
245255,Pablo,,Bonaveri,,Pablo Bonaveri
228918,Agustín,,Curruhinca,,Agustín Curruhinca
231544,Federico,,Torres,,Federico Torres
210440,Franco,Agustín,Quinteros,,Franco Quinteros
244582,Isaías,Emmanuel,Barroza,,Isaías Barroza
177909,José,Luis,Rodríguez Bebanz,,José Luis Rodríguez
118186,Mauro,Gabriel,Ortiz,,Mauro Ortiz
231466,Joaquín,,Indacoechea,,Joaquín Indacoechea
226879,Braian,Miguel Angel,Martínez,,Braian Martínez
718,Lucas,Andrés,Pusineri Bignone,,Lucas Pusineri
101207,Martín,,De León,,Martín De León
627,Fabián,Alberto,Cubero,,Fabián Cubero
113964,Matías,,De Los Santos,,Matías De Los Santos
245009,Mateo,,Montenegro,,Mateo Montenegro
228917,Braian,,Maidana,,Braian Maidana
226846,Matías,Eduardo,Esquivel,,Matías Esquivel
195210,Rodrigo,Adrián,Schlegel,,Rodrigo Schlegel
16167,Leandro,,Requena,,Leandro Requena
245177,Zaid,Abner,Romero,,Zaid Romero
225455,Adrián,Guillermo,Sánchez,,Adrián Sánchez
204655,Brian,,Negro,,Brian Negro
208005,Maximiliano,David,Ayala,,David Ayala
231469,Franco,,Ibarra,,Franco Ibarra
246079,Matías,Fernando,Vera,,Matías Vera
65014,Pablo,Ignacio,Becker,,Pablo Becker
173015,Nicolás,Alejandro,Thaller,,Nicolás Thaller
107420,Jhonathan,Alexander,Agudelo Velásquez,,Jhonathan Agudelo
376,Matías,Augusto,Pérez García,,Matías Pérez García
193715,Harrinson,,Mancilla Mulato,,Harrinson Mancilla
3426,Jorge,Emanuel,Broun,,Jorge Broun
246218,Tobías,Joel,Zárate,,Tobías Zárate
186209,Fernando,Pedro,Cosciuc,,Fernando Cosciuc
44574,Marco,Gastón,Ruben,,Marco Ruben
195166,Joan,David,Mazzaco,,Joan Mazzaco
226878,Francisco,Sebastián,Ramírez,,Sebastián Ramírez
87526,Tomás,Gustavo,Andrade,,Tomás Andrade
246175,Francisco,,Gerometta,,Francisco Gerometta
206048,Enzo,,Cabrera,,Enzo Cabrera
532,Javier,Alejandro,Mascherano,Javier Mascherano,Javier Mascherano
19306,Martín,,Cauteruccio,Martín Cauteruccio,Martín Cauteruccio
162738,Lucas,Ariel,Rodríguez,Lucas Rodríguez,Lucas Rodríguez
17050,Fernando,,Monetti,,Fernando Monetti
245620,Agustín,,Hausch,,Agustín Hausch
90030,Rafael,,García Casanova,,Rafael García
55174,Diego,,Osella,,Diego Osella
66546,Rodrigo,Francisco Jesús,Rey,,Rodrigo Rey
45401,Danilo,Fabián,Ortiz Soto,Danilo Ortiz,Danilo Ortiz
158495,Lautaro,Gabriel,Torres,,Lautaro Torres
68988,Nery,Francisco,Leyes,,Nery Leyes
60773,Oliver,Paz,Benítez,,Oliver Benítez
113696,Federico,,Vietto,,Federico Vietto
126556,Facundo,,Altamirano,,Facundo Altamirano
226875,Juan,Manuel,Cruz,,Juan Manuel Cruz
98007,Eugenio,Horacio,Isnaldo,,Eugenio Isnaldo
246318,Favio,,Cabral,,Favio Cabral
246317,Tomás,,Escalante,,Tomás Escalante
246315,Matías,,Barrios,,Matías Barrios
49,Pablo,Daniel,De Muner,,Pablo De Muner
245621,Gonzalo,,Álvez,,Gonzalo Álvez
246323,Tiago,Nahuel,Banega,,Tiago Banega
96440,Leonel,Ariel,Miranda,,Leonel Miranda
246324,Carlos,Jonas,Alcaraz,,Carlos Alcaraz
57586,Gustavo,Ariel,Toledo,,Gustavo Toledo
227383,Camilo,Hernán,Albornoz,,Camilo Albornoz
81286,Guillermo,Matías,Fernández,,Guillermo Fernández
84739,Braian,Ezequiel,Romero,,Braian Romero
208757,Sergio,Damián,Barreto,,Sergio Barreto
170131,Manuel,,Roffo,,Manuel Roffo
76105,Leonardo,Rafael,Jara,Leonardo Jara,Leonardo Jara
1301,Miguel,Ángel,Russo,,Miguel Ángel Russo
87323,Ricardo,Adrián,Centurión,,Ricardo Centurión
246588,Ezequiel,,Navarro,,Ezequiel Navarro
147666,Cristian,Marcelo,González Tassano,,Cristian González
57181,Marcelo,Javier,Cabrera Rivero,,Javier Cabrera
191189,Jorge,,Zules Caicedo,,Jorge Zules
40181,Nicolás,Diego,Aguirre,,Nicolás Aguirre
176367,Adonis,Uriel,Frías,,Adonis Frías
175890,Kevin,,Mac Allister,,Kevin Mac Allister
162790,Dany,José,Cure Correa,,Dany Cure
226847,Matías,Damián,Pérez,,Matías Pérez
8670,Guillermo,Enio,Burdisso,,Guillermo Burdisso
75975,Christian,Andrés,Almeida Rodríguez,,Christian Almeida
18417,Lucas,Ezequiel,Viatri,,Lucas Viatri
86763,Brian,Leonel,Fernández,,Brian Fernández
205469,Emanuel,Gustavo,Coronel,,Emanuel Coronel
36700,Fabián,Ramón,Bordagaray,,Fabián Bordagaray
225457,Gastón,Luciano,Ávila,,Gastón Ávila
165669,Guilherme,,Parede Pinheiro,Guilherme Parede,
36082,Rafael,Enrique,Pérez Almeida,,Rafael Pérez
107509,Fernando,David,Luna,,Fernando Luna
245600,Mariano,,Peralta Bauer,,Mariano Peralta Bauer
95425,Rodrigo,Nicolás,Contreras,Rodrigo Contreras,
135227,Mario,,López Quintana,,Mario López
69858,Jonatan,Sebastián,Galván,,Jonatan Galván
86216,Edison,Mauricio,Duarte Barajas,,Mauricio Duarte
57453,Matías,Alejandro,Laba,,Matías Laba
157904,Agustín,,Doffo,,Agustín Doffo
15080,Matías,Gustavo,Alustiza,,Matías Alustiza
246454,Marcos,Nahuel,Enrique,,Marcos Enrique
245930,Thomas,Sebastián,Ortega,,Thomas Ortega
96440,Leonel,,Miranda,,Leonel Miranda
120656,Alberto,Sebastián,Assís Silva,,Sebastián Assís
103961,Rodrigo,Emanuel,Cecchini,,Emanuel Cecchini
193295,Mauro,,Luna Diale,,Mauro Luna Diale
147292,Gastón,,Gómez,,Gastón Gómez
245677,Juan,José,Cáceres,,Juan José Cáceres
247146,Santiago,,Hezze,,Santiago Hezze
94225,Joaquín,Marcelo,Laso,,Joaquín Laso
248044,Sebastián,,Cocimano,,Sebastián Cocimano
3063,Pablo,Daniel,Osvaldo,Daniel Osvaldo,
40276,Faustino,Marcos Alberto,Rojo,Marcos Rojo,Marcos Rojo
39296,Mauro,Alberto,Díaz,,Mauro Díaz
69206,Wilder,José,Cartagena Mendoza,,Wilder Cartagena
30030,Ricardo,Gabriel,Álvarez,,Ricardo Álvarez
195283,Luciano,Gastón,Pizarro,,Luciano Pizarro
4605,Ignacio,,Piatti,,Ignacio Piatti
148046,Juan,Antonio,Di Lorenzo,,Juan Di Lorenzo
214197,Ramiro,,Ruiz Rodríguez,,Ramiro Ruiz Rodríguez
248530,Nicolás,,Laméndola,,Nicolás Laméndola
248529,Hernán,,Rosales,,Hernán Rosales
193562,Jonás,Samuel,Romero,,Jonás Romero
135825,Nicolás,Jorge,Morgantini,,Nicolás Morgantini
34503,Carlos,Augusto,Zambrano Ochandarte,,Carlos Zambrano
245931,Ezequiel,,Cañete,,Ezequiel Cañete
219899,Joaquín,,Blázquez,,Joaquín Blázquez
225492,Rafael,,Ferrario,,Rafael Ferrario
170101,Benjamín,Antonio,Garré,,Benjamín Garré
248649,Manuel,,Llano Massa,,Manuel Llano
207991,Alexis,Francisco,Flores,,Francisco Flores
245619,Alexis,,Sabella,,Alexis Sabella
598,Leandro,Atilio,Romagnoli,,Leandro Romagnoli
23256,Hugo,,Tocalli,,Hugo Tocalli
31479,Alberto,Federico,Acosta,,Alberto Acosta
4854,Federico,Andrés,Martínez Berroa,,Federico Martínez
199915,Mateo,,Coronel,,Mateo Coronel
77802,Francisco,Andrés,Pizzini,,Francisco Pizzini
105087,Mauricio,Leonel,Martínez,,Mauricio Martínez
226873,Mauricio,,Guzmán,,Mauricio Guzmán
691,Leandro,,Desábato,,Leandro Desábato
